Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2005,II,Cymbidium munronianum,,Orchidales,Orchidaceae,Cymbidium,GB,ZA,,1,1,live,,P,A
2005,II,Cymbidium tigrinum,,Orchidales,Orchidaceae,Cymbidium,GB,IN,,50,,live,,T,A
2005,II,Cypripedium formosanum,,Orchidales,Orchidaceae,Cypripedium,GB,JP,,220,,live,,T,A
2005,II,Cypripedium henryi,,Orchidales,Orchidaceae,Cypripedium,GB,JP,,110,,live,,T,A
2005,II,Cypripedium japonicum,,Orchidales,Orchidaceae,Cypripedium,GB,JP,,30,25,live,,T,A
2005,II,Cypripedium reginae,,Orchidales,Orchidaceae,Cypripedium,GB,US,,30,,live,,T,A
2005,II,Cypripedium segawai,,Orchidales,Orchidaceae,Cypripedium,GB,JP,,55,,live,,T,A
2005,II,Cyrtochilum spp.,,Orchidales,Orchidaceae,Cyrtochilum,GB,CO,,1,,live,,T,A
2005,II,Cyrtochilum spp.,,Orchidales,Orchidaceae,Cyrtochilum,GB,EC,,15,14,live,,T,A
2005,II,Cyrtochilum spp.,,Orchidales,Orchidaceae,Cyrtochilum,GB,PE,,33,45,live,,T,A
2005,II,Cyrtopodium spp.,,Orchidales,Orchidaceae,Cyrtopodium,GB,BR,,65,45,live,,T,A
2005,II,Cyrtopodium spp.,,Orchidales,Orchidaceae,Cyrtopodium,GB,EC,,4,2,live,,T,A
2005,II,Cyrtopodium spp.,,Orchidales,Orchidaceae,Cyrtopodium,GB,PE,,10,,live,,T,A
2005,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,CN,,,4.1,derivatives,kg,T,A
2005,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,128,live,,T,A
2005,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,61,316,live,,T,A
2005,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,TW,,130,,live,,T,A
2005,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,US,,154,,live,,T,A
2005,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,100,,live,,P,A
2005,II,Dendrobium aggregatum,,Orchidales,Orchidaceae,Dendrobium,GB,BR,,,10,live,,T,A
2005,II,Dendrobium aggregatum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,20,live,,T,A
2005,II,Dendrobium agrostophyllum,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,3,4,live,,P,A
2005,II,Dendrobium albosanguineum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,25,25,live,,T,A
2005,II,Dendrobium anosmum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,30,70,live,,T,A
2005,II,Dendrobium anosmum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,5,16,live,,T,A
2005,II,Dendrobium anosmum,,Orchidales,Orchidaceae,Dendrobium,GB,US,,1,,live,,T,A
2005,II,Dendrobium aphyllum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,,10,live,,T,A
2005,II,Dendrobium bellatulum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,25,live,,T,A
2005,II,Dendrobium bracteosum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,30,20,live,,T,A
2005,II,Dendrobium brymerianum,,Orchidales,Orchidaceae,Dendrobium,GB,US,,10,,live,,T,A
2005,II,Dendrobium capillipes,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium capituliflorum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,10,live,,T,A
2005,II,Dendrobium cariniferum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,25,25,live,,T,A
2005,II,Dendrobium christyanum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,10,,live,,T,A
2005,II,Dendrobium chryseum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium chrysotoxum,,Orchidales,Orchidaceae,Dendrobium,GB,BR,,5,5,live,,T,A
2005,II,Dendrobium chrysotoxum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,30,20,live,,T,A
2005,II,Dendrobium cinnabarinum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,10,live,,T,A
2005,II,Dendrobium cretaceum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium crystallinum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,,10,live,,T,A
2005,II,Dendrobium cuthbertsonii,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,10,live,,T,A
2005,II,Dendrobium dearei,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium delicatulum,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,20,3,live,,P,A
2005,II,Dendrobium densiflorum,,Orchidales,Orchidaceae,Dendrobium,GB,IN,,100,,live,,T,A
2005,II,Dendrobium densiflorum,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,,9,live,,P,A
2005,II,Dendrobium devonianum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,10,live,,T,A
2005,II,Dendrobium draconis,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,25,20,live,,T,A
2005,II,Dendrobium eriiflorum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,10,live,,T,A
2005,II,Dendrobium farmeri,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,30,live,,T,A
2005,II,Dendrobium farmeri,,Orchidales,Orchidaceae,Dendrobium,GB,US,,10,,live,,T,A
2005,II,Dendrobium fimbriatum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,30,25,live,,T,A
2005,II,Dendrobium findlayanum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,,10,live,,T,A
2005,II,Dendrobium formosum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,25,20,live,,T,A
2005,II,Dendrobium friedericksianum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium fytchianum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,25,live,,T,A
2005,II,Dendrobium gratiosissimum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,6,10,live,,T,A
2005,II,Dendrobium hercoglossum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,,10,live,,T,A
2005,II,Dendrobium hymenopterum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,5,live,,T,A
2005,II,Dendrobium infundibulum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,25,25,live,,T,A
2005,II,Dendrobium infundibulum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,10,10,live,,T,A
2005,II,Dendrobium kingianum,,Orchidales,Orchidaceae,Dendrobium,GB,AU,,1,,live,,P,A
2005,II,Dendrobium kingianum,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,13,100,live,,P,A
2005,II,Dendrobium lamellatum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium lanyaiae,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,10,25,live,,T,A
2005,II,Dendrobium lindleyi,,Orchidales,Orchidaceae,Dendrobium,GB,BR,,30,5,live,,T,A
2005,II,Dendrobium lindleyi,,Orchidales,Orchidaceae,Dendrobium,GB,IN,,100,,live,,T,A
2005,II,Dendrobium lindleyi,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,,live,,T,A
2005,II,Dendrobium lindleyi,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,5,5,live,,T,A
2005,II,Dendrobium lituiflorum,,Orchidales,Orchidaceae,Dendrobium,GB,EC,,2,2,live,,T,A
2005,II,Dendrobium loddigesii,,Orchidales,Orchidaceae,Dendrobium,GB,BR,,5,5,live,,T,A
2005,II,Dendrobium lowii,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,37,20,live,,T,A
2005,II,Dendrobium moniliforme,,Orchidales,Orchidaceae,Dendrobium,GB,US,JP,100,,live,,T,A
2005,II,Dendrobium nobile,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,7,20,live,,P,A
2005,II,Dendrobium parishii,,Orchidales,Orchidaceae,Dendrobium,GB,IN,,50,,live,,T,A
2005,II,Dendrobium parishii,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,25,live,,T,A
2005,II,Dendrobium parishii,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,25,25,live,,T,A
2005,II,Dendrobium parthenium,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,5,,live,,T,A
2005,II,Dendrobium peguanum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium primulinum,,Orchidales,Orchidaceae,Dendrobium,GB,BR,,5,5,live,,T,A
2005,II,Dendrobium primulinum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium primulinum,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,3,1,live,,P,A
2005,II,Dendrobium pulchellum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium scabrilingue,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,30,live,,T,A
2005,II,Dendrobium scabrilingue,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,8,,live,,T,A
2005,II,Dendrobium secundum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,20,20,live,,T,A
2005,II,Dendrobium secundum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,5,,live,,T,A
2005,II,Dendrobium senile,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,10,20,live,,T,A
2005,II,Dendrobium smillieae,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,10,30,live,,T,A
2005,II,Dendrobium sulcatum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,10,10,live,,T,A
2005,II,Dendrobium sutepense,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,10,,live,,T,A
2005,II,Dendrobium thyrsiflorum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,30,20,live,,T,A
2005,II,Dendrobium thyrsiflorum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,,10,live,,T,A
2005,II,Dendrobium tortile,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,,10,live,,T,A
2005,II,Dendrobium unicum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,30,20,live,,T,A
2005,II,Dendrobium unicum,,Orchidales,Orchidaceae,Dendrobium,GB,TH,,6,10,live,,T,A
2005,II,Dendrobium venustum,,Orchidales,Orchidaceae,Dendrobium,GB,MY,,25,10,live,,T,A
2005,II,Dendrobium victoriae-reginae,,Orchidales,Orchidaceae,Dendrobium,GB,US,,11,,live,,T,A
2005,II,Dendrobium victoriae-reginae,,Orchidales,Orchidaceae,Dendrobium,GB,ZA,,2,4,live,,P,A
2005,II,Dendrobium williamsonii,,Orchidales,Orchidaceae,Dendrobium,GB,IN,,100,,live,,T,A
2005,II,Dendrochilum spp.,,Orchidales,Orchidaceae,Dendrochilum,GB,PH,,155,,live,,T,A
2005,II,Dendrochilum spp.,,Orchidales,Orchidaceae,Dendrochilum,GB,TW,,13,,live,,Q,A
2005,II,Diaphananthe pellucida,,Orchidales,Orchidaceae,Diaphananthe,GB,US,,1,,live,,T,A
2005,II,Dimerandra emarginata,,Orchidales,Orchidaceae,Dimerandra,GB,EC,,1,1,live,,T,A
2005,II,Dimorphorchis spp.,,Orchidales,Orchidaceae,Dimorphorchis,GB,MY,,,3,live,,T,A
2005,II,Dimorphorchis lowii,,Orchidales,Orchidaceae,Dimorphorchis,GB,MY,,,3,live,,T,A
2005,II,Dinema polybulbon,,Orchidales,Orchidaceae,Dinema,GB,BR,,,5,live,,T,A
2005,II,Diodonopsis anachaeta,,Orchidales,Orchidaceae,Diodonopsis,GB,EC,,2,2,live,,T,A
2005,II,Diodonopsis anachaeta,,Orchidales,Orchidaceae,Diodonopsis,GB,PE,,10,5,live,,T,A
2005,II,Diodonopsis erinacea,,Orchidales,Orchidaceae,Diodonopsis,GB,CO,,1,1,live,,T,A
2005,II,Diodonopsis erinacea,,Orchidales,Orchidaceae,Diodonopsis,GB,EC,,3,3,live,,T,A
2005,II,Dipodium pictum,,Orchidales,Orchidaceae,Dipodium,GB,MY,,20,20,live,,T,A
2005,II,Disa spp.,,Orchidales,Orchidaceae,Disa,GB,ZA,,,270,live,,P,A
2005,II,Disa aurata,,Orchidales,Orchidaceae,Disa,GB,ZA,,,25,live,,P,A
2005,II,Disa cardinalis,,Orchidales,Orchidaceae,Disa,GB,ZA,,,40,live,,P,A
2005,II,Disa sagittalis,,Orchidales,Orchidaceae,Disa,GB,ZA,,,30,live,,P,A
2005,II,Doritis spp.,,Orchidales,Orchidaceae,Doritis,GB,TH,,,8,live,,T,A
2005,II,Dracula spp.,,Orchidales,Orchidaceae,Dracula,GB,EC,,6,7,live,,T,A
2005,II,Dracula amaliae,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula andreettae,,Orchidales,Orchidaceae,Dracula,GB,CO,,1,1,live,,T,A
2005,II,Dracula andreettae,,Orchidales,Orchidaceae,Dracula,GB,EC,,5,6,live,,T,A
2005,II,Dracula bella,,Orchidales,Orchidaceae,Dracula,GB,EC,,4,4,live,,T,A
2005,II,Dracula benedictii,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula chestertonii,,Orchidales,Orchidaceae,Dracula,GB,EC,,6,6,live,,T,A
2005,II,Dracula chimaera,,Orchidales,Orchidaceae,Dracula,GB,EC,,11,10,live,,T,A
2005,II,Dracula chiroptera,,Orchidales,Orchidaceae,Dracula,GB,EC,,3,2,live,,T,A
2005,II,Dracula cordobae,,Orchidales,Orchidaceae,Dracula,GB,EC,,3,5,live,,T,A
2005,II,Dracula dalstroemii,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula decussata,,Orchidales,Orchidaceae,Dracula,GB,EC,,4,2,live,,T,A
2005,II,Dracula deltoidea,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula felix,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,3,live,,T,A
2005,II,Dracula fuligifera,,Orchidales,Orchidaceae,Dracula,GB,EC,,3,1,live,,T,A
2005,II,Dracula gigas,,Orchidales,Orchidaceae,Dracula,GB,EC,,7,8,live,,T,A
2005,II,Dracula gorgona,,Orchidales,Orchidaceae,Dracula,GB,CO,,1,1,live,,T,A
2005,II,Dracula gorgona,,Orchidales,Orchidaceae,Dracula,GB,EC,,6,5,live,,T,A
2005,II,Dracula hirsuta,,Orchidales,Orchidaceae,Dracula,GB,EC,,7,6,live,,T,A
2005,II,Dracula hirsuta,,Orchidales,Orchidaceae,Dracula,GB,PE,,14,15,live,,T,A
2005,II,Dracula houtteana,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,2,live,,T,A
2005,II,Dracula inaequalis,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula inaequalis,,Orchidales,Orchidaceae,Dracula,GB,US,,1,,live,,T,A
2005,II,Dracula iricolor,,Orchidales,Orchidaceae,Dracula,GB,CO,,,1,live,,T,A
2005,II,Dracula iricolor,,Orchidales,Orchidaceae,Dracula,GB,EC,,,2,live,,T,A
2005,II,Dracula janetiae,,Orchidales,Orchidaceae,Dracula,GB,PE,,5,5,live,,T,A
2005,II,Dracula levii,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula lotax,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula ophioceps,,Orchidales,Orchidaceae,Dracula,GB,EC,,2,1,live,,T,A
2005,II,Dracula platycrater,,Orchidales,Orchidaceae,Dracula,GB,CO,,1,1,live,,T,A
2005,II,Dracula platycrater,,Orchidales,Orchidaceae,Dracula,GB,EC,,8,8,live,,T,A
2005,II,Dracula polyphemus,,Orchidales,Orchidaceae,Dracula,GB,EC,,4,1,live,,T,A
2005,II,Dracula portillae,,Orchidales,Orchidaceae,Dracula,GB,EC,,3,7,live,,T,A
2005,II,Dracula psyche,,Orchidales,Orchidaceae,Dracula,GB,EC,,3,5,live,,T,A
2005,II,Dracula radiella,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula rezekiana,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula rezekiana,,Orchidales,Orchidaceae,Dracula,GB,PE,,10,15,live,,T,A
2005,II,Dracula severa,,Orchidales,Orchidaceae,Dracula,GB,EC,,2,1,live,,T,A
2005,II,Dracula sibundoyensis,,Orchidales,Orchidaceae,Dracula,GB,CO,,1,1,live,,T,A
2005,II,Dracula sibundoyensis,,Orchidales,Orchidaceae,Dracula,GB,EC,,2,2,live,,T,A
2005,II,Dracula simia,,Orchidales,Orchidaceae,Dracula,GB,EC,,4,5,live,,T,A
2005,II,Dracula sodiroi,,Orchidales,Orchidaceae,Dracula,GB,EC,,2,2,live,,T,A
2005,II,Dracula trichroma,,Orchidales,Orchidaceae,Dracula,GB,CO,,1,,live,,T,A
2005,II,Dracula trichroma,,Orchidales,Orchidaceae,Dracula,GB,EC,,2,,live,,T,A
2005,II,Dracula vampira,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula velutina,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula venosa,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dracula vespertilio,,Orchidales,Orchidaceae,Dracula,GB,EC,,1,1,live,,T,A
2005,II,Dresslerella elvallensis,,Orchidales,Orchidaceae,Dresslerella,GB,EC,,4,1,live,,T,A
2005,II,Dryadella albicans,,Orchidales,Orchidaceae,Dryadella,GB,EC,,,1,live,,T,A
2005,II,Dryadella aurea,,Orchidales,Orchidaceae,Dryadella,GB,EC,,1,4,live,,T,A
2005,II,Dryadella kautskyi,,Orchidales,Orchidaceae,Dryadella,GB,BR,,15,30,live,,T,A
2005,II,Dryadella obrieniana,,Orchidales,Orchidaceae,Dryadella,GB,BR,,,15,live,,T,A
2005,II,Dryadella pusiola,,Orchidales,Orchidaceae,Dryadella,GB,EC,,4,,live,,T,A
2005,II,Dryadella simula,,Orchidales,Orchidaceae,Dryadella,GB,PE,,,3,live,,T,A
2005,II,Dryadella zebrina,,Orchidales,Orchidaceae,Dryadella,GB,BR,,25,25,live,,T,A
2005,II,Elleanthus spp.,,Orchidales,Orchidaceae,Elleanthus,GB,CO,,1,1,live,,T,A
2005,II,Elleanthus spp.,,Orchidales,Orchidaceae,Elleanthus,GB,EC,,7,4,live,,T,A
2005,II,Elleanthus lancifolius,,Orchidales,Orchidaceae,Elleanthus,GB,CO,,1,1,live,,T,A
2005,II,Embreea rodigasiana,,Orchidales,Orchidaceae,Embreea,GB,CO,,1,1,live,,T,A
2005,II,Embreea rodigasiana,,Orchidales,Orchidaceae,Embreea,GB,EC,,3,3,live,,T,A
2005,II,Encyclia spp.,,Orchidales,Orchidaceae,Encyclia,GB,EC,,4,4,live,,T,A
2005,II,Encyclia argentinensis,,Orchidales,Orchidaceae,Encyclia,GB,BR,,,15,live,,T,A
2005,II,Encyclia aspera,,Orchidales,Orchidaceae,Encyclia,GB,EC,,3,3,live,,T,A
2005,II,Encyclia baculus,,Orchidales,Orchidaceae,Encyclia,GB,BR,,,40,live,,T,A
2005,II,Encyclia chloroleuca,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,1,live,,T,A
2005,II,Encyclia citrina,,Orchidales,Orchidaceae,Encyclia,GB,MX,,20,20,live,,T,A
2005,II,Encyclia cochleata,,Orchidales,Orchidaceae,Encyclia,GB,BR,,,5,live,,T,A
2005,II,Encyclia cochleata,,Orchidales,Orchidaceae,Encyclia,GB,MX,,20,20,live,,T,A
2005,II,Encyclia cordigera,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,7,live,,T,A
2005,II,Encyclia fragrans,,Orchidales,Orchidaceae,Encyclia,GB,BR,,,25,live,,T,A
2005,II,Encyclia fragrans,,Orchidales,Orchidaceae,Encyclia,GB,CO,,1,1,live,,T,A
2005,II,Encyclia fragrans,,Orchidales,Orchidaceae,Encyclia,GB,PE,,3,3,live,,T,A
2005,II,Encyclia fragrans,,Orchidales,Orchidaceae,Encyclia,GB,US,,1,,live,,T,A
2005,II,Encyclia grammatoglossa,,Orchidales,Orchidaceae,Encyclia,GB,PE,,2,3,live,,T,A
2005,II,Encyclia granitica,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,1,live,,T,A
2005,II,Encyclia leucantha,,Orchidales,Orchidaceae,Encyclia,GB,BR,,,15,live,,T,A
2005,II,Encyclia linkiana,,Orchidales,Orchidaceae,Encyclia,GB,MX,,20,20,live,,T,A
2005,II,Encyclia mariae,,Orchidales,Orchidaceae,Encyclia,GB,US,,5,,live,,T,A
2005,II,Encyclia narajapatensis,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,1,live,,T,A
2005,II,Encyclia oncidioides,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,2,live,,T,A
2005,II,Encyclia patens,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,1,live,,T,A
2005,II,Encyclia polybulbon,,Orchidales,Orchidaceae,Encyclia,GB,BR,,5,,live,,T,A
2005,II,Encyclia prismatocarpa,,Orchidales,Orchidaceae,Encyclia,GB,BR,,15,5,live,,T,A
2005,II,Encyclia pulcherrima,,Orchidales,Orchidaceae,Encyclia,GB,PE,,10,6,live,,T,A
2005,II,Encyclia radiata,,Orchidales,Orchidaceae,Encyclia,GB,ZA,,,3,live,,P,A
2005,II,Encyclia randii,,Orchidales,Orchidaceae,Encyclia,GB,BR,,5,5,live,,T,A
2005,II,Encyclia randii,,Orchidales,Orchidaceae,Encyclia,GB,EC,,1,1,live,,T,A
2005,II,Encyclia randii,,Orchidales,Orchidaceae,Encyclia,GB,PE,,16,20,live,,T,A
2005,II,Encyclia tarumana,,Orchidales,Orchidaceae,Encyclia,GB,BR,,5,20,live,,T,A
2005,II,Encyclia vespa,,Orchidales,Orchidaceae,Encyclia,GB,PE,,3,6,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,BR,,15,20,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,CO,,1,1,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,414,33,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,PE,,74,66,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,TH,,,10,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,US,,60,,live,,T,A
2005,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,GB,ZA,,2,,live,,P,A
2005,II,Epidendrum ciliare,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,,1,live,,T,A
2005,II,Epidendrum ciliare,,Orchidales,Orchidaceae,Epidendrum,GB,TH,,,5,live,,T,A
2005,II,Epidendrum coriifolium,,Orchidales,Orchidaceae,Epidendrum,GB,US,,10,,live,,T,A
2005,II,Epidendrum coronatum,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,1,1,live,,T,A
2005,II,Epidendrum fimbriatum,,Orchidales,Orchidaceae,Epidendrum,GB,CO,,1,1,live,,T,A
2005,II,Epidendrum fimbriatum,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,1,2,live,,T,A
2005,II,Epidendrum ibaguense,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,1,1,live,,T,A
2005,II,Epidendrum ibaguense,,Orchidales,Orchidaceae,Epidendrum,GB,PE,,6,3,live,,T,A
2005,II,Epidendrum ibaguense,,Orchidales,Orchidaceae,Epidendrum,GB,ZA,,7,2,live,,P,A
2005,II,Epidendrum ilense,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,1,,live,,T,A
2005,II,Epidendrum paniculatum,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,,2,live,,T,A
2005,II,Epidendrum paniculatum,,Orchidales,Orchidaceae,Epidendrum,GB,US,,1,,live,,T,A
2005,II,Epidendrum parkinsonianum,,Orchidales,Orchidaceae,Epidendrum,GB,ZA,,1,1,live,,P,A
2005,II,Epidendrum secundum,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,3,1,live,,T,A
2005,II,Epidendrum stamfordianum,,Orchidales,Orchidaceae,Epidendrum,GB,EC,,1,1,live,,T,A
2005,II,Epidendrum stamfordianum,,Orchidales,Orchidaceae,Epidendrum,GB,US,,10,,live,,T,A
2005,II,Epipactis spp.,,Orchidales,Orchidaceae,Epipactis,GB,JP,,25,,live,,T,A
2005,II,Eria spp.,,Orchidales,Orchidaceae,Eria,GB,ZA,,18,36,live,,P,A
2005,II,Eriopsis spp.,,Orchidales,Orchidaceae,Eriopsis,GB,EC,,1,2,live,,T,A
2005,II,Eriopsis biloba,,Orchidales,Orchidaceae,Eriopsis,GB,EC,,2,5,live,,T,A
2005,II,Erycina pusilla,,Orchidales,Orchidaceae,Erycina,GB,PE,,,10,live,,T,A
2005,II,Erythrodes spp.,,Orchidales,Orchidaceae,Erythrodes,GB,EC,,1,2,live,,T,A
2005,II,Eulophiella roempleriana,,Orchidales,Orchidaceae,Eulophiella,GB,MG,,1,,flowers,,S,W
2005,II,Fernandezia spp.,,Orchidales,Orchidaceae,Fernandezia,GB,EC,,4,7,live,,T,A
2005,II,Fernandezia spp.,,Orchidales,Orchidaceae,Fernandezia,GB,PE,,20,30,live,,T,A
2005,II,Galeandra spp.,,Orchidales,Orchidaceae,Galeandra,GB,BR,,5,20,live,,T,A
2005,II,Galeandra spp.,,Orchidales,Orchidaceae,Galeandra,GB,CO,,,1,live,,T,A
2005,II,Galeandra spp.,,Orchidales,Orchidaceae,Galeandra,GB,EC,,2,2,live,,T,A
2005,II,Galeandra spp.,,Orchidales,Orchidaceae,Galeandra,GB,PE,,9,5,live,,T,A
2005,II,Galeandra batemanii,,Orchidales,Orchidaceae,Galeandra,GB,BR,,10,20,live,,T,A
2005,II,Galeottia spp.,,Orchidales,Orchidaceae,Galeottia,GB,CO,,,1,live,,T,A
2005,II,Galeottia spp.,,Orchidales,Orchidaceae,Galeottia,GB,EC,,1,2,live,,T,A
2005,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,GB,CN,,1.44,24.1,derivatives,kg,T,A
2005,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,GB,CN,,40,,dried plants,,T,A
2005,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,GB,CN,,,40,live,kg,T,A
2005,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,GB,CN,,,20,roots,kg,T,A
2005,II,Geodorum spp.,,Orchidales,Orchidaceae,Geodorum,GB,MY,,20,20,live,,T,A
2005,II,Gomesa spp.,,Orchidales,Orchidaceae,Gomesa,GB,BR,,25,25,live,,T,A
2005,II,Gongora armeniaca,,Orchidales,Orchidaceae,Gongora,GB,US,,1,,live,,T,A
2005,II,Gongora atropurpurea,,Orchidales,Orchidaceae,Gongora,GB,EC,,1,1,live,,T,A
